,building_type,total_area_of_buildings,num_of_buildings,num_of_floors,num_of_resdnts_units,num_of_units,condo?,coop?,primary_fuel,boiler_capacity,total_consumption_gallons,boiler_install_date
3351,Elevator Apartments,134467.0,2.0,11.0,44.0,44.0, ,YES,#6,8.1,116800.0,1976
3352,Office Buildings,172671.0,1.0,22.0,119.0,125.0, ,YES,#6,10.5,116674.0,1980
3353,Loft Buildings,159770.0,1.0,15.0,86.0,86.0, ,YES,#6,10.4,116547.0,1979
3354,Elevator Apartments,139629.0,1.0,17.0,0.0,0.0, , ,#6,10.3,116547.0,1980
3355,Walk-Up Apartments,211900.0,1.0,23.0,0.0,22.0, , ,#6,10.4,116547.0,1978
3356,Elevator Apartments,140044.0,1.0,12.0,0.0,13.0, , ,#6,9.5,116208.0,1982
3357,Walk-Up Apartments,265980.0,1.0,20.0,190.0,201.0, , ,#6,15.46,115920.0,1995
3358,Elevator Apartments,98373.0,1.0,13.0,62.0,62.0, ,YES,#6,7.77,115500.0,1986
3359,Elevator Apartments,92239.0,1.0,17.0,114.0,115.0, ,YES,#6,7.3,115350.0,1982
3360,Elevator Apartments,304345.0,1.0,22.0,0.0,79.0, , ,#4,14.7,115304.0,2001
3361,Walk-Up Apartments,11653.0,1.0,20.0,218.0,222.0,YES, ,#6,14.1,115000.0,1982
3362,Walk-Up Apartments,81339.0,1.0,15.0,180.0,181.0, , ,#6,10.5,114976.0,1984
3363,Walk-Up Apartments,147257.0,1.0,12.0,44.0,48.0, ,YES,#6,5.3,114976.0,1984
3364,Elevator Apartments,75240.0,1.0,12.0,70.0,74.0, , ,#6,6.3,114976.0,1974
3365,Elevator Apartments,205000.0,1.0,18.0,0.0,60.0, , ,#6,16.5,114975.0,1984
3366,Elevator Apartments,121406.0,1.0,12.0,102.0,104.0, ,YES,#6,6.3,114975.0,1971
3367,Elevator Apartments,156465.0,1.0,7.0,159.0,164.0, , ,#6,5.95,114975.0,1992
3368,Walk-Up Apartments,151000.0,1.0,26.0,0.0,1.0, , ,#6,10.5,114975.0,2000
3369,Condominiums,125030.0,1.0,13.0,32.0,35.0, ,YES,#6,10.5,114975.0,1991
3370,Elevator Apartments,369736.0,1.0,21.0,305.0,306.0, ,YES,#6,8.3,114975.0,2008
3371,Condominiums,183913.0,1.0,12.0,0.0,14.0, , ,#6,10.3,114975.0,1984
3372,Walk-Up Apartments,183919.0,1.0,14.0,53.0,53.0, ,YES,#6,4.2,114975.0,1977
3373,Elevator Apartments,174081.0,1.0,15.0,147.0,148.0,YES, ,#6,11.9,114975.0,1986
3374,Walk-Up Apartments,109769.0,2.0,12.0,51.0,51.0, , ,#6,6.3,114975.0,1966
3375,Elevator Apartments,147241.0,1.0,12.0,92.0,95.0,YES, ,#6,11.93,114975.0,1995
3376,Elevator Apartments,142851.0,3.0,12.0,6.0,10.0, , ,#6,10.5,114975.0,1972
3377,Elevator Apartments,60576.0,1.0,12.0,26.0,26.0, , ,#6,11.4,114975.0,1994
3378,Elevator Apartments,134706.0,1.0,20.0,0.0,36.0, , ,#6,10.36,114975.0,1983
3379,Elevator Apartments,96699.0,1.0,18.0,115.0,120.0, ,YES,#6,5.32,114975.0,1970
3380,Walk-Up Apartments,128072.0,1.0,13.0,109.0,113.0, , ,#6,4.1,114975.0,2005
3381,Educational Structures,540000.0,14.0,6.0,353.0,353.0, ,YES,#6,12.6,114975.0,1981
3382,Elevator Apartments,216186.0,1.0,21.0,37.0,44.0, ,YES,#6,6.6,114975.0,2003
3383,Elevator Apartments,324023.0,1.0,19.0,414.0,414.0,YES, ,#6,15.49,114975.0,2003
3384,Elevator Apartments,473391.0,1.0,28.0,529.0,538.0, , ,#6,8.4,114975.0,1982
3385,Walk-Up Apartments,81461.0,1.0,15.0,104.0,106.0,YES, ,#6,4.18,114975.0,2003
3386,Elevator Apartments,81180.0,1.0,9.0,44.0,47.0, ,YES,#4,6.72,114464.0,1978
3387,Elevator Apartments,108052.0,1.0,16.0,76.0,76.0, , ,#6,6.3,114464.0,1986
3388,Elevator Apartments,123333.0,1.0,21.0,94.0,94.0, ,YES,#4,14.75,113880.0,1979
3389,Office Buildings,211910.0,1.0,15.0,198.0,200.0, ,YES,#6,16.0,113472.0,1983
3390,Office Buildings,131260.0,2.0,6.0,134.0,145.0, , ,#6,10.5,113442.0,2000
3391,Elevator Apartments,128588.0,1.0,11.0,58.0,60.0,YES, ,#6,10.4,113442.0,1990
3392,Walk-Up Apartments,150033.0,1.0,13.0,94.0,96.0, ,YES,#6,8.36,113442.0,2003
3393,Elevator Apartments,122273.0,1.0,12.0,40.0,43.0, ,YES,#6,8.37,113442.0,2003
3394,Walk-Up Apartments,145222.0,2.0,8.0,33.0,33.0, , ,#6,10.4,113442.0,1988
3395,Elevator Apartments,94023.0,2.0,12.0,148.0,148.0,YES, ,#6,10.4,113442.0,1987
3396,Walk-Up Apartments,133284.0,1.0,12.0,150.0,152.0, , ,#6,10.4,113442.0,1992
3397,Walk-Up Apartments,138990.0,1.0,11.0,61.0,77.0, ,YES,#6,10.5,113442.0,2000
3398,Walk-Up Apartments,94100.0,1.0,6.0,121.0,121.0, , ,#6,10.4,113442.0,1987
3399,Elevator Apartments,223179.0,1.0,15.0,146.0,155.0, ,YES,#6,10.5,113442.0,2000
3400,Walk-Up Apartments,192000.0,1.0,6.0,145.0,145.0, , ,#6,10.4,113442.0,1999
3401,Warehouses,242861.0,1.0,16.0,154.0,169.0, ,YES,#6,10.4,113442.0,1996
3402,Walk-Up Apartments,50820.0,1.0,6.0,61.0,61.0, , ,#6,10.5,113442.0,1993
3403,Office Buildings,94100.0,1.0,6.0,121.0,121.0, , ,#6,8.3,113442.0,2006
3404,Condominiums,375239.0,1.0,19.0,134.0,142.0, ,YES,#6,10.8,112712.0,1978
3405,Elevator Apartments,187911.0,1.0,15.0,132.0,135.0,YES, ,#6,10.8,112712.0,1976
3406,Elevator Apartments,125042.0,1.0,16.0,0.0,54.0, , ,#6,10.8,112712.0,1969
3407,Elevator Apartments,548680.0,1.0,27.0,0.0,50.0, , ,#6,25.2,112320.0,1981
3408,Office Buildings,137628.0,1.0,17.0,145.0,150.0, , ,#6,8.5,111325.0,1977
3409,Walk-Up Apartments,165401.0,1.0,21.0,0.0,1.0, , ,#6,10.7,111325.0,1972
3410,Elevator Apartments,146061.0,1.0,16.0,166.0,171.0, ,YES,#4,7.11,111252.0,1998
3411,Walk-Up Apartments,167210.0,1.0,12.0,0.0,77.0, , ,#6,8.0,111143.0,1971
3412,Walk-Up Apartments,245676.0,1.0,16.0,338.0,345.0, ,YES,#6,14.53,111000.0,1977
3413,Hotels,142600.0,1.0,19.0,138.0,138.0, , ,#6,5.32,110960.0,1965
3414,Walk-Up Apartments,107600.0,1.0,21.0,96.0,99.0, ,YES,#6,10.6,110960.0,1973
3415,Elevator Apartments,326464.0,1.0,10.0,0.0,8.0, , ,#6,16.8,110880.0,1976
3416,Elevator Apartments,146013.0,1.0,12.0,0.0,2.0, , ,#6,11.7,110376.0,1971
3417,Walk-Up Apartments,408130.0,1.0,30.0,0.0,99.0, , ,#4,12.94,110250.0,1989
3418,Elevator Apartments,30718.0,1.0,7.0,0.0,19.0, , ,#4,9.98,110240.0,1984
3419,Office Buildings,79328.0,1.0,6.0,73.0,73.0, , ,#6,5.62,110150.0,1982
3420,Elevator Apartments,133394.0,1.0,12.0,254.0,265.0, , ,#4,9.98,110000.0,1985
3421,Elevator Apartments,253033.0,1.0,18.0,0.0,97.0, , ,#4,14.7,110000.0,1986
3422,Elevator Apartments,65656.0,1.0,9.0,37.0,37.0, ,YES,#6,6.3,110000.0,1974
3423,Walk-Up Apartments,61812.0,1.0,6.0,36.0,36.0, , ,#4,6.3,109500.0,1982
3424,Walk-Up Apartments,311477.0,1.0,12.0,0.0,45.0,YES, ,#4,12.4,109500.0,1972
3425,Walk-Up Apartments,181154.0,1.0,10.0,0.0,4.0, , ,#6,10.0,109500.0,1978
3426,Walk-Up Apartments,153398.0,1.0,19.0,153.0,160.0, , ,#6,6.6,109500.0,2006
3427,Elevator Apartments,77967.0,1.0,6.0,74.0,74.0, ,YES,#6,5.6,109500.0,1982
3428,Elevator Apartments,231733.0,1.0,19.0,109.0,111.0, ,YES,#6,10.4,109500.0,1980
3429,Elevator Apartments,114103.0,1.0,12.0,0.0,31.0, , ,#6,8.4,109500.0,1978
3430,Hotels,233484.0,1.0,17.0,0.0,30.0, , ,#6,11.92,109500.0,1987
3431,Miscellaneous,114000.0,1.0,14.0,0.0,15.0, , ,#6,8.4,109500.0,1969
3432,Elevator Apartments,153265.0,2.0,11.0,0.0,24.0, , ,#6,16.8,109500.0,1969
3433,Elevator Apartments,214500.0,2.0,4.0,0.0,2.0, , ,#6,10.5,109500.0,1969
3434,Elevator Apartments,339104.0,1.0,26.0,182.0,182.0, , ,#6,11.92,109500.0,1992
3435,Elevator Apartments,339104.0,1.0,26.0,182.0,182.0, , ,#6,13.86,109500.0,1995
3436,Elevator Apartments,339104.0,1.0,26.0,182.0,182.0, , ,#6,11.7,109500.0,2005
3437,Elevator Apartments,339104.0,1.0,26.0,182.0,182.0, , ,#6,13.86,109500.0,1995
3438,Elevator Apartments,142470.0,1.0,6.0,171.0,172.0, ,YES,#6,10.4,109481.0,1993
3439,Walk-Up Apartments,197170.0,1.0,15.0,117.0,119.0, ,YES,#6,13.75,109099.0,1972
3440,Walk-Up Apartments,67000.0,1.0,13.0,99.0,101.0, ,YES,#6,2.2,108815.0,1984
3441,Elevator Apartments,112332.0,1.0,16.0,94.0,94.0, ,YES,#6,10.4,108060.0,1978
3442,Walk-Up Apartments,114097.0,2.0,6.0,114.0,129.0,YES, ,#6,10.4,108040.0,1979
3443,Elevator Apartments,134441.0,1.0,12.0,0.0,35.0, , ,#6,10.4,108040.0,1980
3444,Loft Buildings,161000.0,1.0,20.0,84.0,87.0, ,YES,#6,10.3,108040.0,1984
3445,Elevator Apartments,157300.0,1.0,15.0,108.0,108.0, ,YES,#6,10.36,108040.0,1982
3446,Elevator Apartments,162651.0,1.0,14.0,88.0,92.0, ,YES,#6,10.4,108040.0,1981
3447,Walk-Up Apartments,137120.0,1.0,17.0,0.0,2.0, , ,#6,10.0,108000.0,1988
3448,Educational Structures,263334.0,1.0,15.0,110.0,118.0, ,YES,#6,10.0,108000.0,1982
3449,Elevator Apartments,160764.0,1.0,13.0,74.0,75.0, ,YES,#6,9.95,107573.0,1983
3450,Walk-Up Apartments,68484.0,1.0,6.0,82.0,82.0, , ,#6,7.3,107310.0,1979
3451,Elevator Apartments,61356.0,1.0,6.0,54.0,54.0, ,YES,#6,5.2,107310.0,1973
3452,Elevator Apartments,213729.0,1.0,21.0,70.0,75.0, ,YES,#6,10.5,106763.0,2000
3453,Hotels,190359.0,1.0,20.0,91.0,95.0, ,YES,#6,10.4,106763.0,1982
3454,Elevator Apartments,116270.0,1.0,11.0,70.0,73.0, ,YES,#6,10.33,106762.0,1995
3455,Walk-Up Apartments,121500.0,1.0,16.0,103.0,104.0, , ,#6,10.36,106762.0,1997
3456,Elevator Apartments,69289.0,1.0,12.0,0.0,3.0, , ,#6,10.32,106762.0,1995
3457,Walk-Up Apartments,318505.0,1.0,6.0,244.0,244.0, ,YES,#6,10.36,106762.0,1997
3458,Elevator Apartments,238456.0,1.0,16.0,176.0,178.0, ,YES,#6,9.95,106762.0,1990
3459,Elevator Apartments,163354.0,1.0,10.0,133.0,139.0,YES, ,#6,10.2,106580.0,1982
3460,Office Buildings,240534.0,1.0,21.0,0.0,0.0, , ,#6,8.0,106470.0,1981
3461,Elevator Apartments,102150.0,1.0,6.0,84.0,84.0, ,YES,#6,5.95,106461.0,1983
3462,Elevator Apartments,183913.0,1.0,12.0,0.0,14.0, , ,#6,10.1,105996.0,1970
3463,Walk-Up Apartments,160357.0,1.0,16.0,98.0,105.0, ,YES,#6,10.5,105672.0,2000
3464,Office Buildings,229976.0,1.0,18.0,197.0,199.0,YES, ,#6,10.4,105672.0,1988
3465,Walk-Up Apartments,106464.0,1.0,6.0,113.0,116.0, , ,#6,10.4,105672.0,1987
3466,Walk-Up Apartments,436629.0,1.0,12.0,0.0,41.0, , ,#6,14.7,105499.0,2000
3467,Loft Buildings,600613.0,2.0,20.0,193.0,193.0, ,YES,#6,14.7,105449.0,2001
3468,Walk-Up Apartments,469263.0,1.0,20.0,343.0,350.0, ,YES,#6,13.48,105449.0,1999
3469,Elevator Apartments,676308.0,1.0,16.0,658.0,658.0, ,YES,#6,14.7,105448.0,2000
3470,Elevator Apartments,310860.0,1.0,21.0,269.0,282.0, , ,#6,8.96,105120.0,1978
3471,Office Buildings,106521.0,1.0,15.0,75.0,80.0, , ,#4,6.37,105120.0,1972
3472,Elevator Apartments,68810.0,2.0,19.0,702.0,731.0,YES, ,#6,10.1,105120.0,1971
3473,Educational Structures,85215.0,1.0,11.0,0.0,2.0, , ,#6,5.2,105000.0,1976
3474,Elevator Apartments,61418.0,2.0,14.0,24.0,27.0, ,YES,#4,3.6,104830.0,1980
3475,Elevator Apartments,236280.0,1.0,13.0,0.0,13.0, , ,#6,9.55,104500.0,1983
3476,Elevator Apartments,100316.0,1.0,18.0,80.0,80.0, ,YES,#6,8.1,104200.0,1977
3477,Walk-Up Apartments,0.0,0.0,0.0,0.0,0.0, , ,#4,4.5,103962.0,1969
3478,Elevator Apartments,148873.0,1.0,16.0,99.0,99.0, , ,#6,10.0,103800.0,1976
3479,Loft Buildings,123217.0,1.0,16.0,123.0,130.0, ,YES,#6,10.36,103478.0,1997
3480,Walk-Up Apartments,87968.0,1.0,9.0,34.0,36.0, ,YES,#6,5.3,103088.0,1980
3481,Elevator Apartments,165436.0,1.0,7.0,214.0,214.0, ,YES,#6,10.0,103000.0,1984
3482,Elevator Apartments,116021.0,1.0,20.0,85.0,85.0, , ,#6,8.5,102600.0,1981
3483,Elevator Apartments,232458.0,1.0,18.0,0.0,20.0, , ,#6,11.7,102560.0,2007
3484,Elevator Apartments,218558.0,1.0,12.0,0.0,64.0, , ,#6,10.5,102300.0,2003
3485,Condominiums,204920.0,1.0,9.0,0.0,12.0, , ,#6,8.36,102300.0,2003
3486,Walk-Up Apartments,204195.0,1.0,13.0,72.0,86.0, ,YES,#6,9.5,102200.0,1981
3487,Walk-Up Apartments,133828.0,1.0,13.0,205.0,206.0, , ,#6,5.97,102200.0,1971
3488,Elevator Apartments,154506.0,1.0,13.0,143.0,143.0, ,YES,#6,15.5,102200.0,1976
3489,Office Buildings,90881.0,1.0,12.0,12.0,13.0, ,YES,#6,4.9,102200.0,1969
3490,Elevator Apartments,138883.0,1.0,27.0,0.0,106.0, , ,#6,9.8,102200.0,1972
3491,Educational Structures,107637.0,1.0,16.0,0.0,14.0, , ,#6,9.8,102200.0,1972
3492,Elevator Apartments,92408.0,1.0,16.0,38.0,40.0,YES, ,#6,10.36,102200.0,1977
3493,Walk-Up Apartments,60218.0,1.0,12.0,0.0,4.0, , ,#6,5.32,102200.0,1985
3494,Elevator Apartments,77556.0,1.0,12.0,7.0,46.0, , ,#4,3.6,102200.0,1972
3495,Elevator Apartments,120383.0,1.0,15.0,147.0,152.0, ,YES,#6,11.2,102200.0,1985
3496,Elevator Apartments,120383.0,1.0,15.0,147.0,152.0, ,YES,#6,12.3,102200.0,1985
3497,Elevator Apartments,166158.0,1.0,13.0,59.0,60.0, ,YES,#6,5.69,101500.0,1971
3498,Elevator Apartments,141830.0,1.0,16.0,0.0,13.0, , ,#6,9.7,101470.0,1966
3499,Elevator Apartments,99238.0,1.0,17.0,92.0,95.0, ,YES,#6,5.32,101400.0,1969
3500,Elevator Apartments,200000.0,4.0,22.0,236.0,243.0, ,YES,#6,6.27,101382.0,1992
3501,Elevator Apartments,202280.0,3.0,8.0,205.0,205.0, , ,#4,6.27,101382.0,1991
3502,Walk-Up Apartments,187973.0,6.0,4.0,1.0,76.0, , ,#4,2.67,101010.0,1970
3503,Walk-Up Apartments,127911.0,1.0,14.0,0.0,29.0,YES, ,#6,7.3,101010.0,1972
3504,Elevator Apartments,262875.0,1.0,19.0,252.0,254.0, , ,#6,5.5,100740.0,2008
3505,Walk-Up Apartments,164161.0,1.0,16.0,150.0,161.0, , ,#6,5.8,100740.0,2006
3506,Elevator Apartments,161931.0,1.0,18.0,164.0,166.0, ,YES,#6,7.3,100000.0,1979
3507,Elevator Apartments,104445.0,1.0,14.0,50.0,55.0, ,YES,#6,5.0,100000.0,1985
3508,Condominiums,369736.0,1.0,21.0,305.0,306.0, ,YES,#6,5.0,100000.0,1978
3509,Elevator Apartments,94402.0,1.0,14.0,123.0,124.0,YES, ,#6,6.4,100000.0,1987
3510,Elevator Apartments,267008.0,1.0,16.0,286.0,286.0, , ,#6,16.8,100000.0,1985
3511,Elevator Apartments,100591.0,1.0,6.0,121.0,128.0, ,YES,#6,3.39,100000.0,1988
3512,Loft Buildings,82835.0,1.0,17.0,75.0,78.0, ,YES,#6,8.4,100000.0,1968
3513,Elevator Apartments,65028.0,1.0,16.0,60.0,63.0, ,YES,#6,6.3,100000.0,1977
3514,Elevator Apartments,95117.0,1.0,15.0,88.0,92.0, ,YES,#4,4.2,100000.0,1988
3515,Walk-Up Apartments,9154.0,1.0,13.0,119.0,120.0,YES, ,#6,7.77,100000.0,1987
3516,Office Buildings,843564.0,1.0,40.0,0.0,1.0, , ,#6,8.4,100000.0,1991
3517,Elevator Apartments,114000.0,1.0,14.0,0.0,15.0, , ,#6,7.76,100000.0,1969
3518,Elevator Apartments,243802.0,1.0,16.0,200.0,210.0, , ,#6,11.9,100000.0,1983
3519,Walk-Up Apartments,119194.0,1.0,16.0,134.0,134.0, , ,#6,10.36,100000.0,1987
3520,Elevator Apartments,125040.0,1.0,15.0,100.0,103.0, , ,#6,7.77,100000.0,1987
3521,Elevator Apartments,1075000.0,2.0,14.0,0.0,3.0, , ,#6,72.0,100000.0,1967
3522,Walk-Up Apartments,323840.0,1.0,19.0,414.0,414.0,YES, ,#6,12.63,100000.0,1990
3523,Elevator Apartments,71034.0,1.0,6.0,65.0,65.0, , ,#6,5.0,100000.0,1986
3524,Walk-Up Apartments,124173.0,1.0,6.0,108.0,110.0, , ,#6,10.0,100000.0,1979
3525,Condominiums,200981.0,1.0,15.0,91.0,91.0, , ,#6,12.6,100000.0,1987
3526,Elevator Apartments,95603.0,1.0,12.0,23.0,24.0, ,YES,#6,6.75,100000.0,1980
3527,Elevator Apartments,120835.0,1.0,15.0,46.0,46.0, ,YES,#6,9.8,100000.0,1968
3528,Walk-Up Apartments,131743.0,1.0,12.0,0.0,82.0, , ,#6,6.69,99968.0,1986
3529,Elevator Apartments,78000.0,1.0,11.0,24.0,30.0, ,YES,#6,5.5,99645.0,1970
3530,Elevator Apartments,121922.0,1.0,12.0,102.0,106.0, ,YES,#6,9.55,99572.0,1993
3531,Walk-Up Apartments,12800.0,1.0,8.0,70.0,71.0,YES, ,#6,9.0,99390.0,1987
3532,Walk-Up Apartments,91777.0,1.0,13.0,0.0,0.0, , ,#6,4.7,99280.0,1971
3533,Walk-Up Apartments,132611.0,1.0,16.0,64.0,64.0, ,YES,#6,10.0,98888.0,1980
3534,Elevator Apartments,279316.0,1.0,22.0,0.0,1.0, , ,#4,16.5,98840.0,1985
3535,Condominiums,221227.0,1.0,16.0,0.0,10.0, , ,#6,12.6,98800.0,1990
3536,Elevator Apartments,244935.0,1.0,18.0,67.0,70.0, ,YES,#6,11.7,98769.0,2003
3537,Elevator Apartments,157766.0,1.0,12.0,115.0,119.0, , ,#6,10.0,98769.0,2008
3538,Elevator Apartments,190358.0,1.0,16.0,97.0,104.0, ,YES,#6,10.5,98550.0,1999
3539,Office Buildings,106810.0,1.0,16.0,0.0,13.0, , ,#4,10.0,98550.0,1988
3540,Elevator Apartments,89281.0,1.0,12.0,92.0,92.0, ,YES,#6,8.36,98550.0,2003
3541,Office Buildings,112541.0,1.0,14.0,69.0,74.0, ,YES,#6,9.31,98550.0,1992
3542,Walk-Up Apartments,22960.0,1.0,16.0,293.0,296.0,YES, ,#6,10.5,98550.0,2000
3543,Elevator Apartments,190000.0,1.0,21.0,183.0,185.0, ,YES,#6,10.5,98550.0,1991
3544,Elevator Apartments,166499.0,1.0,22.0,157.0,159.0,YES, ,#6,10.3,98550.0,1986
3545,Elevator Apartments,190890.0,1.0,14.0,114.0,114.0, ,YES,#6,8.3,98550.0,2007
3546,Condominiums,127089.0,1.0,17.0,131.0,132.0, ,YES,#6,9.5,98550.0,1981
3547,Elevator Apartments,206598.0,1.0,16.0,324.0,328.0, , ,#6,12.6,98550.0,1981
3548,Walk-Up Apartments,206598.0,1.0,16.0,324.0,328.0, , ,#6,12.6,98550.0,1985
3549,Elevator Apartments,160203.0,1.0,13.0,52.0,54.0, ,YES,#6,8.3,98550.0,2006
3550,Elevator Apartments,163032.0,1.0,12.0,69.0,69.0, ,YES,#6,10.4,98550.0,1987
3551,Walk-Up Apartments,145437.0,1.0,16.0,0.0,107.0, , ,#6,9.25,98550.0,1977
3552,Elevator Apartments,201723.0,1.0,19.0,120.0,120.0, ,YES,#6,8.4,98550.0,1985
3553,Elevator Apartments,104000.0,1.0,9.0,45.0,48.0, ,YES,#4,5.3,98550.0,1988
3554,Elevator Apartments,140076.0,1.0,12.0,67.0,69.0, ,YES,#6,11.1,98550.0,1993
3555,Condominiums,140988.0,1.0,11.0,0.0,18.0, , ,#4,5.1,98550.0,1984
3556,Elevator Apartments,95615.0,1.0,12.0,12.0,14.0, ,YES,#6,4.95,98550.0,1990
3557,Elevator Apartments,135315.0,1.0,20.0,175.0,182.0, ,YES,#6,9.95,98550.0,1990
3558,Walk-Up Apartments,260000.0,1.0,19.0,209.0,210.0, ,YES,#6,10.36,98550.0,1999
3559,Walk-Up Apartments,217720.0,1.0,20.0,216.0,217.0, ,YES,#6,8.3,98550.0,2005
3560,Elevator Apartments,113281.0,1.0,17.0,70.0,70.0, , ,#6,10.36,98550.0,1999
3561,Hospitals & Health,151704.0,1.0,20.0,98.0,103.0,YES, ,#6,10.5,98550.0,1994
3562,Condominiums,141058.0,1.0,19.0,75.0,79.0, ,YES,#6,10.5,98550.0,1992
3563,Elevator Apartments,94023.0,2.0,12.0,148.0,148.0,YES, ,#6,8.3,98550.0,2007
3564,Elevator Apartments,151832.0,1.0,20.0,390.0,399.0, ,YES,#6,9.95,98550.0,1990
3565,Elevator Apartments,242330.0,1.0,16.0,346.0,347.0,YES, ,#6,10.48,98550.0,1989
3566,Elevator Apartments,104075.0,1.0,12.0,43.0,46.0, ,YES,#6,5.25,98550.0,1992
3567,Elevator Apartments,117678.0,1.0,6.0,112.0,112.0, ,YES,#6,9.5,98550.0,1987
3568,Elevator Apartments,207126.0,1.0,15.0,106.0,108.0, ,YES,#6,10.4,98550.0,1984
3569,Elevator Apartments,180064.0,1.0,16.0,0.0,72.0, , ,#4,5.95,98550.0,1984
3570,Elevator Apartments,185318.0,1.0,16.0,259.0,259.0, , ,#6,8.37,98550.0,2003
3571,Elevator Apartments,153689.0,1.0,16.0,0.0,1.0, , ,#6,0.0,98550.0,2007
3572,Walk-Up Apartments,153689.0,1.0,16.0,0.0,1.0, , ,#6,75.0,98550.0,2007
3573,Walk-Up Apartments,267008.0,1.0,16.0,286.0,286.0, , ,#6,6.69,98550.0,2002
3574,Walk-Up Apartments,267008.0,1.0,16.0,286.0,286.0, , ,#6,6.6,98550.0,2003
3575,Elevator Apartments,135582.0,2.0,15.0,112.0,114.0, , ,#6,8.4,98550.0,1974
3576,Elevator Apartments,249756.0,1.0,16.0,174.0,180.0, , ,#6,10.5,98550.0,1987
3577,Elevator Apartments,77928.0,1.0,14.0,113.0,113.0, ,YES,#6,5.6,98550.0,1989
3578,Condominiums,136112.0,1.0,14.0,47.0,49.0,YES, ,#6,8.4,98550.0,1974
3579,Office Buildings,154433.0,1.0,7.0,0.0,2.0, , ,#6,7.35,98550.0,1982
3580,Elevator Apartments,364623.0,1.0,30.0,210.0,211.0, ,YES,#6,8.3,98550.0,2008
3581,Walk-Up Apartments,257760.0,1.0,16.0,287.0,287.0, , ,#6,10.5,98550.0,2002
3582,Walk-Up Apartments,257760.0,1.0,16.0,287.0,287.0, , ,#6,10.5,98550.0,2002
3583,Elevator Apartments,257760.0,1.0,16.0,287.0,287.0, , ,#6,10.5,98550.0,2002
3584,Elevator Apartments,48462.0,1.0,6.0,36.0,36.0, , ,#4,8.4,98550.0,1986
3585,Educational Structures,69094.0,1.0,12.0,34.0,36.0, ,YES,#6,10.36,98550.0,1982
3586,Walk-Up Apartments,159996.0,1.0,8.0,0.0,1.0, , ,#4,9.8,98550.0,1970
3587,Office Buildings,115221.0,1.0,16.0,113.0,119.0, , ,#6,4.3,98550.0,1981
3588,Educational Structures,117856.0,1.0,12.0,130.0,133.0, , ,#6,5.32,98550.0,1993
3589,Elevator Apartments,53352.0,1.0,6.0,47.0,47.0, , ,#6,6.3,98550.0,1986
3590,Elevator Apartments,0.0,0.0,0.0,0.0,0.0, , ,#6,18.9,98550.0,1998
3591,Elevator Apartments,178897.0,2.0,12.0,131.0,141.0, , ,#6,10043000.0,98550.0,2002
3592,Elevator Apartments,225667.0,1.0,14.0,235.0,242.0, ,YES,#6,10.36,98550.0,1997
3593,Elevator Apartments,12075.0,1.0,5.0,22.0,22.0, , ,#4,3.78,98550.0,1988
3594,Elevator Apartments,371000.0,2.0,26.0,246.0,250.0, , ,#6,10.4,98550.0,1996
3595,Elevator Apartments,119765.0,1.0,16.0,80.0,84.0, ,YES,#6,10.3,98500.0,1984
3596,Hotels,362245.0,2.0,6.0,2.0,9.0, , ,#4,10.0,98500.0,2006
3597,Elevator Apartments,123604.0,1.0,17.0,128.0,131.0,YES, ,#6,8.2,98496.0,1986
3598,Walk-Up Apartments,135463.0,1.0,13.0,107.0,107.0, , ,#4,9.8,98420.0,1973
3599,Walk-Up Apartments,158505.0,1.0,17.0,213.0,221.0, , ,#6,7.7,98400.0,1978
3600,Elevator Apartments,244935.0,1.0,18.0,67.0,70.0, ,YES,#6,15.1,98200.0,1979
3601,Walk-Up Apartments,103360.0,1.0,12.0,52.0,53.0, ,YES,#6,7.4,98200.0,1981
3602,Elevator Apartments,208788.0,1.0,15.0,72.0,77.0, ,YES,#6,5.02,98112.0,2003
3603,Elevator Apartments,95992.0,2.0,9.0,56.0,56.0, ,YES,#6,5.0,98112.0,2006
3604,Elevator Apartments,119250.0,1.0,8.0,0.0,4.0,YES, ,#4,10.5,98000.0,1989
3605,Hotels,274517.0,1.0,13.0,190.0,192.0, , ,#4,9.4,97820.0,1974
3606,Walk-Up Apartments,274517.0,1.0,13.0,190.0,192.0, , ,#4,2.6,97820.0,1977
3607,Walk-Up Apartments,297850.0,1.0,18.0,277.0,353.0,YES, ,#6,10.0,97750.0,2005
3608,Elevator Apartments,45976.0,1.0,5.0,50.0,55.0, , ,#6,4.2,97675.0,1982
3609,Elevator Apartments,55870.0,1.0,12.0,22.0,24.0, ,YES,#6,3.4,97361.0,1980
3610,Elevator Apartments,264932.0,1.0,11.0,0.0,600.0,YES, ,#4,10.46,97110.0,1978
3611,Elevator Apartments,186954.0,1.0,16.0,0.0,3.0, , ,#6,9.3,97090.0,1983
3612,Walk-Up Apartments,186954.0,1.0,16.0,0.0,3.0, , ,#6,9.3,97090.0,1978
3613,Elevator Apartments,166317.0,1.0,12.0,50.0,60.0, ,YES,#6,10.33,96908.0,1994
3614,Elevator Apartments,147000.0,1.0,17.0,102.0,102.0, ,YES,#6,3.5,96725.0,1968
3615,"Churches, Synagogues, etc.",107152.0,1.0,12.0,0.0,12.0, , ,#6,6.3,96609.0,1982
3616,Elevator Apartments,92064.0,1.0,16.0,46.0,51.0,YES, ,#6,9.2,96360.0,1970
